Company,Year,Rule ID,Rule Description,Category,Severity,Status,Message,Observed
,0,TR-009,Margin trend stability,trend,Medium,skipped,"Unavailable metrics: ['Profit_Margin', 'Operating_Margin']",
,0,BS-001,Balance sheet equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,BS-009,Negative total equity,solvency,High,skipped,"Unavailable metrics: ['Equity Share Capital', 'Reserves']",
,0,CF-002,Cash flow to cash-balance tie-out,integrity,Critical,skipped,"Unavailable metrics: ['Cash & Bank', 'Net Cash Flow']",
,0,CF-004,Financing activity plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Borrowings', 'Dividend Amount', 'Cash from Financing Activity']",
,0,CF-006,Depreciation non-cash adjustment plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Net profit', 'Depreciation', 'Cash from Operating Activity']",
,0,CF-008,Sustained negative operating cash flow,trend,High,skipped,Unavailable metrics: ['Cash from Operating Activity'],
,0,CF-009,Cash flow versus net income divergence,cross_statement,High,skipped,Unavailable metrics: ['Operating_CF_Ratio'],
,0,CF-010,Dividend versus reserves,solvency,High,skipped,"Unavailable metrics: ['Dividend Amount', 'Reserves']",
,0,DV-004,Mandatory field completeness,data_completeness,Critical,skipped,"Unavailable metrics: ['Company', 'Year']",
,0,DV-007,Numeric financial value validation,data_completeness,High,fail,Validation triggered,
,0,DV-008,Unexpected negative cash or inventory,data_quality,Medium,skipped,"Unavailable metrics: ['Cash & Bank', 'Inventory']",
,0,DV-012,Input schema validation,data_completeness,High,pass,Validation passed,
,0,DV-015,Statistical outlier screening,analytical,Medium,skipped,Unavailable metrics: ['Sales'],
,0,DV-018,Reporting date consistency,data_completeness,Medium,skipped,"Unavailable metrics: ['Year', 'Report Date']",
,0,IS-002,Gross margin consistency,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,IS-007,Interest expense reasonableness,analytical,Medium,skipped,"Unavailable metrics: ['Interest', 'Borrowings']",
,0,IS-008,Effective tax rate reasonableness,analytical,Medium,skipped,Unavailable metrics: ['effective_tax_rate'],
,0,IS-010,Unusual expense spike detection,trend,High,skipped,Unavailable metrics: ['Total Expenses'],
,0,IS-011,Revenue versus operating cash flow correlation,cross_statement,High,skipped,"Unavailable metrics: ['Revenue_Growth', 'Operating_CF_Growth']",
,0,IS-013,Net income to reserve movement plausibility,cross_statement,Critical,skipped,"Unavailable metrics: ['Net profit', 'Dividend Amount', 'Reserves']",
,0,IS-016,Depreciation expense consistency,trend,Medium,skipped,Unavailable metrics: ['Depreciation_Ratio'],
,0,LED-001,Accounting equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,RAT-005,Debt-to-equity ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Equity_Ratio'],
,0,RAT-006,Debt-to-assets ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Ratio'],
,0,RAT-007,Equity ratio,ratio,High,skipped,Unavailable metrics: ['Equity_Ratio'],
,0,RAT-008,Interest coverage ratio,ratio,High,skipped,Unavailable metrics: ['Interest_Coverage_Ratio'],
,0,RAT-010,Gross profit margin trend,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,RAT-011,Net profit margin trend,trend,Medium,skipped,Unavailable metrics: ['Profit_Margin'],
,0,RAT-012,Operating margin trend,trend,Medium,skipped,Unavailable metrics: ['Operating_Margin'],
,0,RAT-014,Return on assets outlier,ratio,Medium,skipped,Unavailable metrics: ['ROA'],
,0,RAT-015,Return on equity outlier,ratio,Medium,skipped,Unavailable metrics: ['ROE'],
,0,RAT-017,Asset turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['Asset_Utilization_Ratio'],
,0,RAT-018,Inventory turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['inventory_turnover'],
,0,RAT-019,Receivables turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['receivables_turnover'],
,0,RAT-020,Days sales outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dso'],
,0,RAT-022,Days inventory outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dio'],
,0,RAT-024,Revenue growth rate,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-001,Year-over-year revenue variance,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-002,Year-over-year expense variance,trend,Medium,skipped,Unavailable metrics: ['Total Expenses'],
,0,TR-003,Multi-year trend consistency,trend,Medium,skipped,Unavailable metrics: ['Revenue_Volatility'],
,0,TR-006,Common-size statement analysis,trend,Medium,skipped,Unavailable metrics: ['Expense_Ratio'],
,0,TR-009,Margin trend stability,trend,Medium,skipped,"Unavailable metrics: ['Profit_Margin', 'Operating_Margin']",
,0,BS-001,Balance sheet equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,BS-009,Negative total equity,solvency,High,skipped,"Unavailable metrics: ['Equity Share Capital', 'Reserves']",
,0,CF-002,Cash flow to cash-balance tie-out,integrity,Critical,skipped,"Unavailable metrics: ['Cash & Bank', 'Net Cash Flow']",
,0,CF-004,Financing activity plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Borrowings', 'Dividend Amount', 'Cash from Financing Activity']",
,0,CF-006,Depreciation non-cash adjustment plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Net profit', 'Depreciation', 'Cash from Operating Activity']",
,0,CF-008,Sustained negative operating cash flow,trend,High,skipped,Unavailable metrics: ['Cash from Operating Activity'],
,0,CF-009,Cash flow versus net income divergence,cross_statement,High,skipped,Unavailable metrics: ['Operating_CF_Ratio'],
,0,CF-010,Dividend versus reserves,solvency,High,skipped,"Unavailable metrics: ['Dividend Amount', 'Reserves']",
,0,DV-004,Mandatory field completeness,data_completeness,Critical,skipped,"Unavailable metrics: ['Company', 'Year']",
,0,DV-007,Numeric financial value validation,data_completeness,High,fail,Validation triggered,
,0,DV-008,Unexpected negative cash or inventory,data_quality,Medium,skipped,"Unavailable metrics: ['Cash & Bank', 'Inventory']",
,0,DV-012,Input schema validation,data_completeness,High,pass,Validation passed,
,0,DV-015,Statistical outlier screening,analytical,Medium,skipped,Unavailable metrics: ['Sales'],
,0,DV-018,Reporting date consistency,data_completeness,Medium,skipped,"Unavailable metrics: ['Year', 'Report Date']",
,0,IS-002,Gross margin consistency,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,IS-007,Interest expense reasonableness,analytical,Medium,skipped,"Unavailable metrics: ['Interest', 'Borrowings']",
,0,IS-008,Effective tax rate reasonableness,analytical,Medium,skipped,Unavailable metrics: ['effective_tax_rate'],
,0,IS-010,Unusual expense spike detection,trend,High,skipped,Unavailable metrics: ['Total Expenses'],
,0,IS-011,Revenue versus operating cash flow correlation,cross_statement,High,skipped,"Unavailable metrics: ['Revenue_Growth', 'Operating_CF_Growth']",
,0,IS-013,Net income to reserve movement plausibility,cross_statement,Critical,skipped,"Unavailable metrics: ['Net profit', 'Dividend Amount', 'Reserves']",
,0,IS-016,Depreciation expense consistency,trend,Medium,skipped,Unavailable metrics: ['Depreciation_Ratio'],
,0,LED-001,Accounting equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,RAT-005,Debt-to-equity ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Equity_Ratio'],
,0,RAT-006,Debt-to-assets ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Ratio'],
,0,RAT-007,Equity ratio,ratio,High,skipped,Unavailable metrics: ['Equity_Ratio'],
,0,RAT-008,Interest coverage ratio,ratio,High,skipped,Unavailable metrics: ['Interest_Coverage_Ratio'],
,0,RAT-010,Gross profit margin trend,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,RAT-011,Net profit margin trend,trend,Medium,skipped,Unavailable metrics: ['Profit_Margin'],
,0,RAT-012,Operating margin trend,trend,Medium,skipped,Unavailable metrics: ['Operating_Margin'],
,0,RAT-014,Return on assets outlier,ratio,Medium,skipped,Unavailable metrics: ['ROA'],
,0,RAT-015,Return on equity outlier,ratio,Medium,skipped,Unavailable metrics: ['ROE'],
,0,RAT-017,Asset turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['Asset_Utilization_Ratio'],
,0,RAT-018,Inventory turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['inventory_turnover'],
,0,RAT-019,Receivables turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['receivables_turnover'],
,0,RAT-020,Days sales outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dso'],
,0,RAT-022,Days inventory outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dio'],
,0,RAT-024,Revenue growth rate,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-001,Year-over-year revenue variance,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-002,Year-over-year expense variance,trend,Medium,skipped,Unavailable metrics: ['Total Expenses'],
,0,TR-003,Multi-year trend consistency,trend,Medium,skipped,Unavailable metrics: ['Revenue_Volatility'],
,0,TR-006,Common-size statement analysis,trend,Medium,skipped,Unavailable metrics: ['Expense_Ratio'],
,0,TR-009,Margin trend stability,trend,Medium,skipped,"Unavailable metrics: ['Profit_Margin', 'Operating_Margin']",
,0,BS-001,Balance sheet equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,BS-009,Negative total equity,solvency,High,skipped,"Unavailable metrics: ['Equity Share Capital', 'Reserves']",
,0,CF-002,Cash flow to cash-balance tie-out,integrity,Critical,skipped,"Unavailable metrics: ['Cash & Bank', 'Net Cash Flow']",
,0,CF-004,Financing activity plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Borrowings', 'Dividend Amount', 'Cash from Financing Activity']",
,0,CF-006,Depreciation non-cash adjustment plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Net profit', 'Depreciation', 'Cash from Operating Activity']",
,0,CF-008,Sustained negative operating cash flow,trend,High,skipped,Unavailable metrics: ['Cash from Operating Activity'],
,0,CF-009,Cash flow versus net income divergence,cross_statement,High,skipped,Unavailable metrics: ['Operating_CF_Ratio'],
,0,CF-010,Dividend versus reserves,solvency,High,skipped,"Unavailable metrics: ['Dividend Amount', 'Reserves']",
,0,DV-004,Mandatory field completeness,data_completeness,Critical,skipped,"Unavailable metrics: ['Company', 'Year']",
,0,DV-007,Numeric financial value validation,data_completeness,High,fail,Validation triggered,
,0,DV-008,Unexpected negative cash or inventory,data_quality,Medium,skipped,"Unavailable metrics: ['Cash & Bank', 'Inventory']",
,0,DV-012,Input schema validation,data_completeness,High,pass,Validation passed,
,0,DV-015,Statistical outlier screening,analytical,Medium,skipped,Unavailable metrics: ['Sales'],
,0,DV-018,Reporting date consistency,data_completeness,Medium,skipped,"Unavailable metrics: ['Year', 'Report Date']",
,0,IS-002,Gross margin consistency,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,IS-007,Interest expense reasonableness,analytical,Medium,skipped,"Unavailable metrics: ['Interest', 'Borrowings']",
,0,IS-008,Effective tax rate reasonableness,analytical,Medium,skipped,Unavailable metrics: ['effective_tax_rate'],
,0,IS-010,Unusual expense spike detection,trend,High,skipped,Unavailable metrics: ['Total Expenses'],
,0,IS-011,Revenue versus operating cash flow correlation,cross_statement,High,skipped,"Unavailable metrics: ['Revenue_Growth', 'Operating_CF_Growth']",
,0,IS-013,Net income to reserve movement plausibility,cross_statement,Critical,skipped,"Unavailable metrics: ['Net profit', 'Dividend Amount', 'Reserves']",
,0,IS-016,Depreciation expense consistency,trend,Medium,skipped,Unavailable metrics: ['Depreciation_Ratio'],
,0,LED-001,Accounting equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,RAT-005,Debt-to-equity ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Equity_Ratio'],
,0,RAT-006,Debt-to-assets ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Ratio'],
,0,RAT-007,Equity ratio,ratio,High,skipped,Unavailable metrics: ['Equity_Ratio'],
,0,RAT-008,Interest coverage ratio,ratio,High,skipped,Unavailable metrics: ['Interest_Coverage_Ratio'],
,0,RAT-010,Gross profit margin trend,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,RAT-011,Net profit margin trend,trend,Medium,skipped,Unavailable metrics: ['Profit_Margin'],
,0,RAT-012,Operating margin trend,trend,Medium,skipped,Unavailable metrics: ['Operating_Margin'],
,0,RAT-014,Return on assets outlier,ratio,Medium,skipped,Unavailable metrics: ['ROA'],
,0,RAT-015,Return on equity outlier,ratio,Medium,skipped,Unavailable metrics: ['ROE'],
,0,RAT-017,Asset turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['Asset_Utilization_Ratio'],
,0,RAT-018,Inventory turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['inventory_turnover'],
,0,RAT-019,Receivables turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['receivables_turnover'],
,0,RAT-020,Days sales outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dso'],
,0,RAT-022,Days inventory outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dio'],
,0,RAT-024,Revenue growth rate,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-001,Year-over-year revenue variance,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-002,Year-over-year expense variance,trend,Medium,skipped,Unavailable metrics: ['Total Expenses'],
,0,TR-003,Multi-year trend consistency,trend,Medium,skipped,Unavailable metrics: ['Revenue_Volatility'],
,0,TR-006,Common-size statement analysis,trend,Medium,skipped,Unavailable metrics: ['Expense_Ratio'],
,0,TR-009,Margin trend stability,trend,Medium,skipped,"Unavailable metrics: ['Profit_Margin', 'Operating_Margin']",
,0,BS-001,Balance sheet equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,BS-009,Negative total equity,solvency,High,skipped,"Unavailable metrics: ['Equity Share Capital', 'Reserves']",
,0,CF-002,Cash flow to cash-balance tie-out,integrity,Critical,skipped,"Unavailable metrics: ['Cash & Bank', 'Net Cash Flow']",
,0,CF-004,Financing activity plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Borrowings', 'Dividend Amount', 'Cash from Financing Activity']",
,0,CF-006,Depreciation non-cash adjustment plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Net profit', 'Depreciation', 'Cash from Operating Activity']",
,0,CF-008,Sustained negative operating cash flow,trend,High,skipped,Unavailable metrics: ['Cash from Operating Activity'],
,0,CF-009,Cash flow versus net income divergence,cross_statement,High,skipped,Unavailable metrics: ['Operating_CF_Ratio'],
,0,CF-010,Dividend versus reserves,solvency,High,skipped,"Unavailable metrics: ['Dividend Amount', 'Reserves']",
,0,DV-004,Mandatory field completeness,data_completeness,Critical,skipped,"Unavailable metrics: ['Company', 'Year']",
,0,DV-007,Numeric financial value validation,data_completeness,High,fail,Validation triggered,
,0,DV-008,Unexpected negative cash or inventory,data_quality,Medium,skipped,"Unavailable metrics: ['Cash & Bank', 'Inventory']",
,0,DV-012,Input schema validation,data_completeness,High,pass,Validation passed,
,0,DV-015,Statistical outlier screening,analytical,Medium,skipped,Unavailable metrics: ['Sales'],
,0,DV-018,Reporting date consistency,data_completeness,Medium,skipped,"Unavailable metrics: ['Year', 'Report Date']",
,0,IS-002,Gross margin consistency,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,IS-007,Interest expense reasonableness,analytical,Medium,skipped,"Unavailable metrics: ['Interest', 'Borrowings']",
,0,IS-008,Effective tax rate reasonableness,analytical,Medium,skipped,Unavailable metrics: ['effective_tax_rate'],
,0,IS-010,Unusual expense spike detection,trend,High,skipped,Unavailable metrics: ['Total Expenses'],
,0,IS-011,Revenue versus operating cash flow correlation,cross_statement,High,skipped,"Unavailable metrics: ['Revenue_Growth', 'Operating_CF_Growth']",
,0,IS-013,Net income to reserve movement plausibility,cross_statement,Critical,skipped,"Unavailable metrics: ['Net profit', 'Dividend Amount', 'Reserves']",
,0,IS-016,Depreciation expense consistency,trend,Medium,skipped,Unavailable metrics: ['Depreciation_Ratio'],
,0,LED-001,Accounting equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,RAT-005,Debt-to-equity ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Equity_Ratio'],
,0,RAT-006,Debt-to-assets ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Ratio'],
,0,RAT-007,Equity ratio,ratio,High,skipped,Unavailable metrics: ['Equity_Ratio'],
,0,RAT-008,Interest coverage ratio,ratio,High,skipped,Unavailable metrics: ['Interest_Coverage_Ratio'],
,0,RAT-010,Gross profit margin trend,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,RAT-011,Net profit margin trend,trend,Medium,skipped,Unavailable metrics: ['Profit_Margin'],
,0,RAT-012,Operating margin trend,trend,Medium,skipped,Unavailable metrics: ['Operating_Margin'],
,0,RAT-014,Return on assets outlier,ratio,Medium,skipped,Unavailable metrics: ['ROA'],
,0,RAT-015,Return on equity outlier,ratio,Medium,skipped,Unavailable metrics: ['ROE'],
,0,RAT-017,Asset turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['Asset_Utilization_Ratio'],
,0,RAT-018,Inventory turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['inventory_turnover'],
,0,RAT-019,Receivables turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['receivables_turnover'],
,0,RAT-020,Days sales outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dso'],
,0,RAT-022,Days inventory outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dio'],
,0,RAT-024,Revenue growth rate,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-001,Year-over-year revenue variance,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-002,Year-over-year expense variance,trend,Medium,skipped,Unavailable metrics: ['Total Expenses'],
,0,TR-003,Multi-year trend consistency,trend,Medium,skipped,Unavailable metrics: ['Revenue_Volatility'],
,0,TR-006,Common-size statement analysis,trend,Medium,skipped,Unavailable metrics: ['Expense_Ratio'],
,0,TR-009,Margin trend stability,trend,Medium,skipped,"Unavailable metrics: ['Profit_Margin', 'Operating_Margin']",
,0,BS-001,Balance sheet equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,BS-009,Negative total equity,solvency,High,skipped,"Unavailable metrics: ['Equity Share Capital', 'Reserves']",
,0,CF-002,Cash flow to cash-balance tie-out,integrity,Critical,skipped,"Unavailable metrics: ['Cash & Bank', 'Net Cash Flow']",
,0,CF-004,Financing activity plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Borrowings', 'Dividend Amount', 'Cash from Financing Activity']",
,0,CF-006,Depreciation non-cash adjustment plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Net profit', 'Depreciation', 'Cash from Operating Activity']",
,0,CF-008,Sustained negative operating cash flow,trend,High,skipped,Unavailable metrics: ['Cash from Operating Activity'],
,0,CF-009,Cash flow versus net income divergence,cross_statement,High,skipped,Unavailable metrics: ['Operating_CF_Ratio'],
,0,CF-010,Dividend versus reserves,solvency,High,skipped,"Unavailable metrics: ['Dividend Amount', 'Reserves']",
,0,DV-004,Mandatory field completeness,data_completeness,Critical,skipped,"Unavailable metrics: ['Company', 'Year']",
,0,DV-007,Numeric financial value validation,data_completeness,High,fail,Validation triggered,
,0,DV-008,Unexpected negative cash or inventory,data_quality,Medium,skipped,"Unavailable metrics: ['Cash & Bank', 'Inventory']",
,0,DV-012,Input schema validation,data_completeness,High,pass,Validation passed,
,0,DV-015,Statistical outlier screening,analytical,Medium,skipped,Unavailable metrics: ['Sales'],
,0,DV-018,Reporting date consistency,data_completeness,Medium,skipped,"Unavailable metrics: ['Year', 'Report Date']",
,0,IS-002,Gross margin consistency,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,IS-007,Interest expense reasonableness,analytical,Medium,skipped,"Unavailable metrics: ['Interest', 'Borrowings']",
,0,IS-008,Effective tax rate reasonableness,analytical,Medium,skipped,Unavailable metrics: ['effective_tax_rate'],
,0,IS-010,Unusual expense spike detection,trend,High,skipped,Unavailable metrics: ['Total Expenses'],
,0,IS-011,Revenue versus operating cash flow correlation,cross_statement,High,skipped,"Unavailable metrics: ['Revenue_Growth', 'Operating_CF_Growth']",
,0,IS-013,Net income to reserve movement plausibility,cross_statement,Critical,skipped,"Unavailable metrics: ['Net profit', 'Dividend Amount', 'Reserves']",
,0,IS-016,Depreciation expense consistency,trend,Medium,skipped,Unavailable metrics: ['Depreciation_Ratio'],
,0,LED-001,Accounting equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,RAT-005,Debt-to-equity ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Equity_Ratio'],
,0,RAT-006,Debt-to-assets ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Ratio'],
,0,RAT-007,Equity ratio,ratio,High,skipped,Unavailable metrics: ['Equity_Ratio'],
,0,RAT-008,Interest coverage ratio,ratio,High,skipped,Unavailable metrics: ['Interest_Coverage_Ratio'],
,0,RAT-010,Gross profit margin trend,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,RAT-011,Net profit margin trend,trend,Medium,skipped,Unavailable metrics: ['Profit_Margin'],
,0,RAT-012,Operating margin trend,trend,Medium,skipped,Unavailable metrics: ['Operating_Margin'],
,0,RAT-014,Return on assets outlier,ratio,Medium,skipped,Unavailable metrics: ['ROA'],
,0,RAT-015,Return on equity outlier,ratio,Medium,skipped,Unavailable metrics: ['ROE'],
,0,RAT-017,Asset turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['Asset_Utilization_Ratio'],
,0,RAT-018,Inventory turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['inventory_turnover'],
,0,RAT-019,Receivables turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['receivables_turnover'],
,0,RAT-020,Days sales outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dso'],
,0,RAT-022,Days inventory outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dio'],
,0,RAT-024,Revenue growth rate,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-001,Year-over-year revenue variance,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-002,Year-over-year expense variance,trend,Medium,skipped,Unavailable metrics: ['Total Expenses'],
,0,TR-003,Multi-year trend consistency,trend,Medium,skipped,Unavailable metrics: ['Revenue_Volatility'],
,0,TR-006,Common-size statement analysis,trend,Medium,skipped,Unavailable metrics: ['Expense_Ratio'],
,0,TR-009,Margin trend stability,trend,Medium,skipped,"Unavailable metrics: ['Profit_Margin', 'Operating_Margin']",
,0,BS-001,Balance sheet equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,BS-009,Negative total equity,solvency,High,skipped,"Unavailable metrics: ['Equity Share Capital', 'Reserves']",
,0,CF-002,Cash flow to cash-balance tie-out,integrity,Critical,skipped,"Unavailable metrics: ['Cash & Bank', 'Net Cash Flow']",
,0,CF-004,Financing activity plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Borrowings', 'Dividend Amount', 'Cash from Financing Activity']",
,0,CF-006,Depreciation non-cash adjustment plausibility,cross_statement,High,skipped,"Unavailable metrics: ['Net profit', 'Depreciation', 'Cash from Operating Activity']",
,0,CF-008,Sustained negative operating cash flow,trend,High,skipped,Unavailable metrics: ['Cash from Operating Activity'],
,0,CF-009,Cash flow versus net income divergence,cross_statement,High,skipped,Unavailable metrics: ['Operating_CF_Ratio'],
,0,CF-010,Dividend versus reserves,solvency,High,skipped,"Unavailable metrics: ['Dividend Amount', 'Reserves']",
,0,DV-004,Mandatory field completeness,data_completeness,Critical,skipped,"Unavailable metrics: ['Company', 'Year']",
,0,DV-007,Numeric financial value validation,data_completeness,High,fail,Validation triggered,
,0,DV-008,Unexpected negative cash or inventory,data_quality,Medium,skipped,"Unavailable metrics: ['Cash & Bank', 'Inventory']",
,0,DV-012,Input schema validation,data_completeness,High,pass,Validation passed,
,0,DV-015,Statistical outlier screening,analytical,Medium,skipped,Unavailable metrics: ['Sales'],
,0,DV-018,Reporting date consistency,data_completeness,Medium,skipped,"Unavailable metrics: ['Year', 'Report Date']",
,0,IS-002,Gross margin consistency,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,IS-007,Interest expense reasonableness,analytical,Medium,skipped,"Unavailable metrics: ['Interest', 'Borrowings']",
,0,IS-008,Effective tax rate reasonableness,analytical,Medium,skipped,Unavailable metrics: ['effective_tax_rate'],
,0,IS-010,Unusual expense spike detection,trend,High,skipped,Unavailable metrics: ['Total Expenses'],
,0,IS-011,Revenue versus operating cash flow correlation,cross_statement,High,skipped,"Unavailable metrics: ['Revenue_Growth', 'Operating_CF_Growth']",
,0,IS-013,Net income to reserve movement plausibility,cross_statement,Critical,skipped,"Unavailable metrics: ['Net profit', 'Dividend Amount', 'Reserves']",
,0,IS-016,Depreciation expense consistency,trend,Medium,skipped,Unavailable metrics: ['Depreciation_Ratio'],
,0,LED-001,Accounting equation,integrity,Critical,skipped,"Unavailable metrics: ['Total Assets', 'Total Liabilities', 'Equity Share Capital', 'Reserves']",
,0,RAT-005,Debt-to-equity ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Equity_Ratio'],
,0,RAT-006,Debt-to-assets ratio,ratio,High,skipped,Unavailable metrics: ['Debt_Ratio'],
,0,RAT-007,Equity ratio,ratio,High,skipped,Unavailable metrics: ['Equity_Ratio'],
,0,RAT-008,Interest coverage ratio,ratio,High,skipped,Unavailable metrics: ['Interest_Coverage_Ratio'],
,0,RAT-010,Gross profit margin trend,trend,Medium,skipped,Unavailable metrics: ['gross_margin'],
,0,RAT-011,Net profit margin trend,trend,Medium,skipped,Unavailable metrics: ['Profit_Margin'],
,0,RAT-012,Operating margin trend,trend,Medium,skipped,Unavailable metrics: ['Operating_Margin'],
,0,RAT-014,Return on assets outlier,ratio,Medium,skipped,Unavailable metrics: ['ROA'],
,0,RAT-015,Return on equity outlier,ratio,Medium,skipped,Unavailable metrics: ['ROE'],
,0,RAT-017,Asset turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['Asset_Utilization_Ratio'],
,0,RAT-018,Inventory turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['inventory_turnover'],
,0,RAT-019,Receivables turnover outlier,ratio,Medium,skipped,Unavailable metrics: ['receivables_turnover'],
,0,RAT-020,Days sales outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dso'],
,0,RAT-022,Days inventory outstanding trend,trend,Medium,skipped,Unavailable metrics: ['dio'],
,0,RAT-024,Revenue growth rate,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-001,Year-over-year revenue variance,trend,Medium,skipped,Unavailable metrics: ['Revenue_Growth'],
,0,TR-002,Year-over-year expense variance,trend,Medium,skipped,Unavailable metrics: ['Total Expenses'],
,0,TR-003,Multi-year trend consistency,trend,Medium,skipped,Unavailable metrics: ['Revenue_Volatility'],
,0,TR-006,Common-size statement analysis,trend,Medium,skipped,Unavailable metrics: ['Expense_Ratio'],
